op_code,work_center,description,est_hours,section,notes,job_no
.717,DETAIL,Install lift lugs on shell,2.0,Install Nozzles and Externals,,019-25
.720,DETAIL,"Fit supports (legs, lugs, anchors, saddles, skirt)",12.0,Install Nozzles and Externals,AND WELD COMPLETE,019-25
.721,WELD,"Weld insulation / vacuum rings, lugs, supports, etc.",0.0,Install Nozzles and Externals,,019-25
.725,DETAIL,Set nozzles & manways in shell,8.0,Install Nozzles and Externals,,019-25
.726,WELD,"Weld shell nozzles, manways, etc.",14.0,Install Nozzles and Externals,**SEE SAMMY BEFORE WELDING MANWAY**,019-25
.730,WELD,Add repads and weld,4.0,Install Nozzles and Externals,,019-25
.735,DETAIL,Install dip pipe supports,0.0,Install Nozzles and Externals,,019-25
.740,DETAIL,Install dip pipes,0.0,Install Nozzles and Externals,,019-25
.745,DETAIL,Install mixer bridge,0.0,Install Nozzles and Externals,,019-25
.750,DETAIL,Fit handrail; install and weld clips,0.0,Install Nozzles and Externals,,019-25
.755,DETAIL,Fit ladder; install and weld clips,0.0,Install Nozzles and Externals,,019-25
.760,DETAIL,"Fit platform; install and weld clips, bracing, etc.",0.0,Install Nozzles and Externals,,019-25
.QC51,INSPECTION,UT Components,0.0,Install Nozzles and Externals,,019-25
.765,FINISHING,Install name tag,1.0,Install Nozzles and Externals,,019-25
.900,FINISHING,Dye pen test,0.0,Install Nozzles and Externals,,019-25
.770,WELD,"Inspect tank, make repairs, get QC inspector",1.0,Install Nozzles and Externals,,019-25
.QC6,INSPECTION,Q.C. Inspection - Fabrication,0.0,Install Nozzles and Externals,,019-25
.OI4,INSPECTION,Customer Inspection,0.0,Install Nozzles and Externals,,019-25
.OI2,INSPECTION,ASME Inspection - Internal,0.0,Install Nozzles and Externals,,019-25
.850,DETAIL,Remove head,0.0,Repairs,,019-25
.855,DETAIL,Remove nozzles,0.0,Repairs,,019-25
.860,DETAIL,Remove jacket,0.0,Repairs,,019-25
.801,MOVE TANK,Move to shop test area,2.0,Test and Clean,,019-25
.900,FINISHING,Dye pen test,0.0,Test and Clean,,019-25
.910,FINISHING,Test tank,10.0,Test and Clean,,019-25
.QC7,INSPECTION,QC Inspection - Test,0.0,Test and Clean,,019-25
.OI3,INSPECTION,ASME Inspection - Test,0.0,Test and Clean,,019-25
.920,FINISHING,Clean tank complete,20.0,Test and Clean,,019-25
.QC8,INSPECTION,QC Inspection - Clean,0.0,Test and Clean,,019-25
.802,MOVE TANK,Move to paint area,0.0,Test and Clean,,019-25
.QC9,INSPECTION,QC Inspection - Sandblast,0.0,Test and Clean,,019-25
.QC90,INSPECTION,QC Inspection - Paint,0.0,Test and Clean,,019-25
.940,FINISHING,Prepare tank for shipment,2.0,Test and Clean,,019-25
.950,FINISHING,Check bill of materials and pack loose parts,1.0,Test and Clean,,019-25
.QC95,INSPECTION,Q.C. Inspection - Final & Loose Items,0.0,Test and Clean,,019-25
.960,FINISHING,Load on truck,3.0,Test and Clean,,019-25
.970,SHIPPING,Take parts to galvanizers,0.0,Test and Clean,,019-25
.971,SHIPPING,Take parts to machine shop,0.0,Test and Clean,,019-25
.972,SHIPPING,Pick up parts from galvanizers,0.0,Test and Clean,,019-25
.973,SHIPPING,Pick up parts from machine shop,0.0,Test and Clean,,019-25
.QC21,INSPECTION,QC Inspection - Components return from subcontractor,0.0,Test and Clean,,019-25
.974,SHIPPING,Deliver tank,0.0,Test and Clean,,019-25
.975,SHIPPING,Deliver misc. parts,0.0,Test and Clean,,019-25
.010,PRE FAB,Receive material,0.0,,,020-25
.QC1,INSPECTION,UT top and bottom heads,0.0,,,020-25
.100,PRE FAB,Cut nozzle pipe and clean,10.0,Nozzles and Manways,,020-25
.105,PRE FAB,Build nozzles and weld,24.0,Nozzles and Manways,INCLUDING ALL DIP PIPES,020-25
.107,PRE FAB,"Build Repads for Nozzles, drill and tap holes",4.0,Nozzles and Manways,,020-25
.110,PRE FAB,Build dip tubes and weld,0.0,Nozzles and Manways,,020-25
.115,PRE FAB,"Make manway parts:  cut clips, form handles, etc.",1.0,Nozzles and Manways,FOR HATCH X1,020-25
.120,PRE FAB,Burn manway neck (CHECK BEFORE BURNING); Clean and bevel,0.0,Nozzles and Manways,,020-25
.125,PRE FAB,Roll manway neck,0.0,Nozzles and Manways,,020-25
.130,PRE FAB,Set up and weld manway flange and neck seam,0.0,Nozzles and Manways,,020-25
.135,PRE FAB,Build davit arm assembly and cover,1.0,Nozzles and Manways,FOR HATCH X1,020-25
.140,PRE FAB,Build hatch/door,1.0,Nozzles and Manways,FOR HATCH X1,020-25
.145,PRE FAB,Install cladding on flange,0.0,Nozzles and Manways,,020-25
.147,PRE FAB,Install cladding on blind / cover,0.0,Nozzles and Manways,,020-25
.155,PRE FAB,Cut parts on CNC plasma table,25.0,Cut & Prep Parts,,020-25
.156,PRE FAB,Clean and prep parts,15.0,Cut & Prep Parts,,020-25
.165,PRE FAB,"Build supports (legs, lugs, saddles)",6.0,Supports,TACK ONLY,020-25
.170,PRE FAB,Roll repads; drill and tap,6.0,Supports,,020-25
.175,PRE FAB,Build and weld base ring - skirt,0.0,Supports,,020-25
.180,BUILD,"Skirt; bring in plate, square, trim and clean",0.0,Supports,,020-25
.185,BUILD,Roll skirt shells,0.0,Supports,,020-25
.200,PRE FAB,"Make lift lugs, ground lugs, etc.",2.0,Misc. Parts,,020-25
.205,PRE FAB,Roll rim angle,5.0,Misc. Parts,,020-25
.210,PRE FAB,Roll insulation rings,0.0,Misc. Parts,,020-25
.215,PRE FAB,Burn and clean baffles (CHECK BEFORE BURNING),0.0,Misc. Parts,,020-25
.220,PRE FAB,Form baffles,0.0,Misc. Parts,,020-25
.225,PRE FAB,Cut and make baffle supports,0.0,Misc. Parts,,020-25
.230,PRE FAB,Build baffles and weld,0.0,Misc. Parts,,020-25
.235,PRE FAB,Build top and bottom stiffeners,0.0,Misc. Parts,,020-25
.240,PRE FAB,Roll/Burn vacuum rings (CHECK BEFORE BURNING),0.0,Misc. Parts,,020-25
.245,PRE FAB,Cut parts for mixer bridge,0.0,Misc. Parts,,020-25
.250,PRE FAB,Roll pipe - internal coil,0.0,Misc. Parts,,020-25
.252,PRE FAB,Fabricate miscellaneous parts,6.0,Misc. Parts,MAKE SEAL POT,020-25
.255,PRE FAB,Drill / punch holes,0.0,Misc. Parts,,020-25
.257,PRE FAB,Build Flange,0.0,Misc. Parts,,020-25
.260,PRE FAB,Sandblast parts / plates,0.0,Misc. Parts,,020-25
.261,PRE FAB,"Miscellaneous Fabrication - Braces, Mounting Plates, Cone Outlet Necks",6.0,Misc. Parts,"SEAL POT SUPPORTS AND STIFFENERS, DIP PIPE SUPPORTS",020-25
.262,PRE FAB,"Cut / make parts for ladder (rungs, rails, etc.)",0.0,"Ladders, Handrails and Platforms",,020-25
.265,PRE FAB,Form and roll ladder hoops,0.0,"Ladders, Handrails and Platforms",,020-25
.270,PRE FAB,Build ladder; weld out,0.0,"Ladders, Handrails and Platforms",,020-25
.272,PRE FAB,Cut / make parts for handrail,0.0,"Ladders, Handrails and Platforms",,020-25
.275,PRE FAB,Roll handrail pipe,0.0,"Ladders, Handrails and Platforms",,020-25
.280,PRE FAB,Roll handrail toe plate,0.0,"Ladders, Handrails and Platforms",,020-25
.282,PRE FAB,Build handrail; weld out,0.0,"Ladders, Handrails and Platforms",,020-25
.285,PRE FAB,Cut / make parts for platform,0.0,"Ladders, Handrails and Platforms",,020-25
.290,PRE FAB,Burn grating for platforms; clean and band,0.0,"Ladders, Handrails and Platforms",,020-25
.292,PRE FAB,Build platform; weld out,0.0,"Ladders, Handrails and Platforms",,020-25
.295,PRE FAB,Mount handrail on platform,0.0,"Ladders, Handrails and Platforms",,020-25
.QC2,INSPECTION,QC Inspection - Components prior to shipment to subcontractor,0.0,"Ladders, Handrails and Platforms",,020-25
.300,BUILD,Wrap top and bottom heads,0.0,Shells,,020-25
.QC3,INSPECTION,UT Shells,0.0,Shells,,020-25
.305,BUILD,"Shells; bring in plate, square, trim and clean",12.0,Shells,PREP (3) SINGLE SHELLS,020-25
.310,BUILD,Bevel shell plates,0.0,Shells,,020-25
.315,BUILD,"Roll shells, tack and weld inside seams",18.0,Shells,ROLL (2) DOUBLE SHELLS,020-25
.320,BUILD,Set up and weld sides - rectangular tank,0.0,Shells,,020-25
.325,BUILD,Install body flange on shell,0.0,Shells,,020-25
.326,WELD,Weld body flange on shell,0.0,Shells,,020-25
.350,BUILD,Build top head / cone,12.0,Top Head,,020-25
.QC4,INSPECTION,QC Inspection - Top,0.0,Top Head,,020-25
.355,DETAIL,"Lay out top head, burn and clean holes",2.0,Top Head,ON BURN TABLE,020-25
.360,BUILD,Bevel top head,3.0,Top Head,CLEAN UP HOLES AND PREP FOR WELDING,020-25
.365,DETAIL,Set  nozzles in top head,10.0,Top Head,,020-25
.366,WELD,Weld nozzles in top head,14.0,Top Head,,020-25
.370,WELD,Install and weld out repads - top head,14.0,Top Head,,020-25
.375,DETAIL,Install top stiffeners,0.0,Top Head,,020-25
.380,DETAIL,Build mixer bridge,0.0,Top Head,,020-25
.382,BUILD,Install body flange on top head,0.0,Top Head,,020-25
.383,WELD,Weld body flange on top head,0.0,Top Head,,020-25
.385,WELD,Dye pen top head,0.0,Top Head,,020-25
.390,WELD,Grind inside welds smooth - top head,0.0,Top Head,,020-25
.395,WELD,Polish inside weld seams - top head,0.0,Top Head,,020-25
.450,BUILD,Build bottom head / cone,24.0,Bottom Head,FOR FLAT BOTTOM & SLOPED BOTTOM,020-25
.QC4,INSPECTION,QC Inspection - Bottom,0.0,Bottom Head,,020-25
.455,DETAIL,"Lay out bottom head, burn and clean holes",0.0,Bottom Head,,020-25
.460,BUILD,Bevel bottom head,0.0,Bottom Head,,020-25
.465,DETAIL,Set  nozzles in bottom head,0.0,Bottom Head,,020-25
.466,WELD,Weld nozzles in bottom head,0.0,Bottom Head,,020-25
.470,WELD,Install and weld out repads - bottom head,24.0,Bottom Head,,020-25
.475,DETAIL,Install bottom stiffeners,0.0,Bottom Head,,020-25
.477,DETAIL,Cut and fit jacket to bottom head,0.0,Bottom Head,,020-25
.478,WELD,Weld jacket to bottom head,0.0,Bottom Head,,020-25
.479,DETAIL,Install jacket nozzles - bottom head,0.0,Bottom Head,,020-25
.482,BUILD,Install body flange on bottom head,0.0,Bottom Head,,020-25
.483,WELD,Weld body flange on bottom head,0.0,Bottom Head,,020-25
.485,WELD,Dye pen bottom head,0.0,Bottom Head,,020-25
.490,WELD,Grind inside welds smooth - bottom head,0.0,Bottom Head,,020-25
.495,WELD,Polish inside weld seams - bottom head,0.0,Bottom Head,,020-25
.500,BUILD,"Build skirt; prep, roll and tack shells",0.0,Skirt,,020-25
.510,BUILD,Build skirt; fit base ring to shell,0.0,Skirt,,020-25
.515,WELD,Weld skirt shell seams and base ring,0.0,Skirt,,020-25
.520,DETAIL,"Lay out skirt, burn and clean holes",0.0,Skirt,,020-25
.530,DETAIL,Build skirt; fit anchors / gussets,0.0,Skirt,,020-25
.540,DETAIL,Set  nozzles / manway in skirt,0.0,Skirt,,020-25
.545,WELD,"Weld skirt anchors, gussets, nozzles, manways, etc.",0.0,Skirt,,020-25
.580,PRE FAB,Fabricate internal coil supports,0.0,Internal Coils,,020-25
.590,PRE FAB,Fabricate internal coil,0.0,Internal Coils,,020-25
.OI1,INSPECTION,ASME Hold Point,0.0,Build Main Tank and Install Internals,,020-25
.600,BUILD,Fit bottom head to shell,24.0,Build Main Tank and Install Internals,FOR FLAT & SLOPED BOTTOM; WELD COMPLETE,020-25
.605,BUILD,Tack shell courses together,6.0,Build Main Tank and Install Internals,,020-25
.610,WELD,Weld inside round seams,10.0,Build Main Tank and Install Internals,,020-25
.615,BUILD,Install rim angle,5.0,Build Main Tank and Install Internals,,020-25
.616,WELD,Weld rim angle inside and outside,6.0,Build Main Tank and Install Internals,,020-25
.620,DETAIL,"Lay out shell, burn and clean holes",2.0,Build Main Tank and Install Internals,ON BURN TABLE,020-25
.625,DETAIL,Install baffles and weld,8.0,Build Main Tank and Install Internals,INSTALL SEAL POT WITH BRACES,020-25
.630,DETAIL,"Install internals (wear plates, rings, clips, etc.)",0.0,Build Main Tank and Install Internals,,020-25
.635,DETAIL,Install internal coil and supports,0.0,Build Main Tank and Install Internals,,020-25
.637,WELD,Grind inside welds smooth - shell,0.0,Build Main Tank and Install Internals,,020-25
.638,WELD,Polish inside weld seams - shell,0.0,Build Main Tank and Install Internals,,020-25
.QC5,INSPECTION,Q.C. Inspection - Internal,0.0,Build Main Tank and Install Internals,,020-25
.640,BUILD,Fit top head to shell,10.0,Build Main Tank and Install Internals,AND WELD TO RIM ANGLE,020-25
.641,WELD,Weld top head to shell inside,0.0,Build Main Tank and Install Internals,,020-25
.645,WELD,Weld all outside seams,10.0,Build Main Tank and Install Internals,,020-25
.800,MOVE TANK,Move tank to detail rolls,2.0,Build Main Tank and Install Internals,,020-25
.700,DETAIL,Fit jacket to shell,0.0,Install Nozzles and Externals,,020-25
.705,WELD,Weld jacket to shell,0.0,Install Nozzles and Externals,,020-25
.710,DETAIL,Install jacket nozzles,0.0,Install Nozzles and Externals,,020-25
.711,WELD,Weld jacket nozzles,0.0,Install Nozzles and Externals,,020-25
.715,DETAIL,Install insulation / vacuum rings and weld,0.0,Install Nozzles and Externals,,020-25
.717,DETAIL,Install lift lugs on shell,2.0,Install Nozzles and Externals,,020-25
.720,DETAIL,"Fit supports (legs, lugs, anchors, saddles, skirt)",18.0,Install Nozzles and Externals,AND WELD COMPLETE,020-25
.721,WELD,"Weld insulation / vacuum rings, lugs, supports, etc.",0.0,Install Nozzles and Externals,,020-25
.725,DETAIL,Set nozzles & manways in shell,14.0,Install Nozzles and Externals,,020-25
.726,WELD,"Weld shell nozzles, manways, etc.",18.0,Install Nozzles and Externals,**SEE SAMMY BEFORE WELDING MANWAY**,020-25
.730,WELD,Add repads and weld,8.0,Install Nozzles and Externals,FOR MANWAY AND NOZZLES,020-25
.735,DETAIL,Install dip pipe supports,0.0,Install Nozzles and Externals,,020-25
.740,DETAIL,Install dip pipes,0.0,Install Nozzles and Externals,,020-25
.745,DETAIL,Install mixer bridge,0.0,Install Nozzles and Externals,,020-25
.750,DETAIL,Fit handrail; install and weld clips,0.0,Install Nozzles and Externals,,020-25
.755,DETAIL,Fit ladder; install and weld clips,0.0,Install Nozzles and Externals,,020-25
.760,DETAIL,"Fit platform; install and weld clips, bracing, etc.",0.0,Install Nozzles and Externals,,020-25
.QC51,INSPECTION,UT Components,0.0,Install Nozzles and Externals,,020-25
.765,FINISHING,Install name tag,1.0,Install Nozzles and Externals,,020-25
.900,FINISHING,Dye pen test,0.0,Install Nozzles and Externals,,020-25
.770,WELD,"Inspect tank, make repairs, get QC inspector",1.0,Install Nozzles and Externals,,020-25
.QC6,INSPECTION,Q.C. Inspection - Fabrication,0.0,Install Nozzles and Externals,,020-25
.OI4,INSPECTION,Customer Inspection,0.0,Install Nozzles and Externals,,020-25
.OI2,INSPECTION,ASME Inspection - Internal,0.0,Install Nozzles and Externals,,020-25
.850,DETAIL,Remove head,0.0,Repairs,,020-25
.855,DETAIL,Remove nozzles,0.0,Repairs,,020-25
.860,DETAIL,Remove jacket,0.0,Repairs,,020-25
.801,MOVE TANK,Move to shop test area,2.0,Test and Clean,,020-25
.900,FINISHING,Dye pen test,0.0,Test and Clean,,020-25
.910,FINISHING,Test tank,12.0,Test and Clean,,020-25
.QC7,INSPECTION,QC Inspection - Test,0.0,Test and Clean,,020-25
.OI3,INSPECTION,ASME Inspection - Test,0.0,Test and Clean,,020-25
.920,FINISHING,Clean tank complete,40.0,Test and Clean,,020-25
.QC8,INSPECTION,QC Inspection - Clean,0.0,Test and Clean,,020-25
.802,MOVE TANK,Move to paint area,0.0,Test and Clean,,020-25
.QC9,INSPECTION,QC Inspection - Sandblast,0.0,Test and Clean,,020-25
.QC90,INSPECTION,QC Inspection - Paint,0.0,Test and Clean,,020-25
.940,FINISHING,Prepare tank for shipment,10.0,Test and Clean,SEE DRAWINGS FOR INSTRUCTIONS,020-25
.950,FINISHING,Check bill of materials and pack loose parts,4.0,Test and Clean,,020-25
.QC95,INSPECTION,Q.C. Inspection - Final & Loose Items,0.0,Test and Clean,,020-25
.960,FINISHING,Load on truck,12.0,Test and Clean,,020-25
.970,SHIPPING,Take parts to galvanizers,0.0,Test and Clean,,020-25
.971,SHIPPING,Take parts to machine shop,0.0,Test and Clean,,020-25
.972,SHIPPING,Pick up parts from galvanizers,0.0,Test and Clean,,020-25
.973,SHIPPING,Pick up parts from machine shop,0.0,Test and Clean,,020-25
.QC21,INSPECTION,QC Inspection - Components return from subcontractor,0.0,Test and Clean,,020-25
.974,SHIPPING,Deliver tank,0.0,Test and Clean,,020-25
.975,SHIPPING,Deliver misc. parts,0.0,Test and Clean,,020-25
.010,PRE FAB,Receive material,0.0,,,021-25
.QC1,INSPECTION,UT top and bottom heads,0.0,,,021-25
.100,PRE FAB,Cut nozzle pipe and clean,12.0,Nozzles and Manways,,021-25
.105,PRE FAB,Build nozzles and weld,18.0,Nozzles and Manways,,021-25
.107,PRE FAB,"Build Repads for Nozzles, drill and tap holes",4.0,Nozzles and Manways,,021-25
.110,PRE FAB,Build dip tubes and weld,0.0,Nozzles and Manways,,021-25
.115,PRE FAB,"Make manway parts:  cut clips, form handles, etc.",1.0,Nozzles and Manways,FOR INSPECTION HATCH,021-25
.120,PRE FAB,Burn manway neck (CHECK BEFORE BURNING); Clean and bevel,0.0,Nozzles and Manways,,021-25
.125,PRE FAB,Roll manway neck,0.0,Nozzles and Manways,,021-25
.130,PRE FAB,Set up and weld manway flange and neck seam,0.0,Nozzles and Manways,,021-25
.135,PRE FAB,Build davit arm assembly and cover,0.0,Nozzles and Manways,,021-25
.140,PRE FAB,Build hatch/door,2.0,Nozzles and Manways,INSPECTION HATCH,021-25
.145,PRE FAB,Install cladding on flange,0.0,Nozzles and Manways,,021-25
.147,PRE FAB,Install cladding on blind / cover,0.0,Nozzles and Manways,,021-25
.155,PRE FAB,Cut parts on CNC plasma table,28.0,Cut & Prep Parts,,021-25
.156,PRE FAB,Clean and prep parts,14.0,Cut & Prep Parts,,021-25
.165,PRE FAB,"Build supports (legs, lugs, saddles)",3.0,Supports,TACK ONLY,021-25
.170,PRE FAB,Roll repads; drill and tap,0.0,Supports,,021-25
.175,PRE FAB,Build and weld base ring - skirt,0.0,Supports,,021-25
.180,BUILD,"Skirt; bring in plate, square, trim and clean",0.0,Supports,,021-25
.185,BUILD,Roll skirt shells,0.0,Supports,,021-25
.200,PRE FAB,"Make lift lugs, ground lugs, etc.",1.0,Misc. Parts,,021-25
.205,PRE FAB,Roll rim angle,3.0,Misc. Parts,,021-25
.210,PRE FAB,Roll insulation rings,0.0,Misc. Parts,,021-25
.215,PRE FAB,Burn and clean baffles (CHECK BEFORE BURNING),0.0,Misc. Parts,,021-25
.220,PRE FAB,Form baffles,0.0,Misc. Parts,,021-25
.225,PRE FAB,Cut and make baffle supports,0.0,Misc. Parts,,021-25
.230,PRE FAB,Build baffles and weld,0.0,Misc. Parts,,021-25
.235,PRE FAB,Build top and bottom stiffeners,0.0,Misc. Parts,,021-25
.240,PRE FAB,Roll/Burn vacuum rings (CHECK BEFORE BURNING),0.0,Misc. Parts,,021-25
.245,PRE FAB,Cut parts for mixer bridge,0.0,Misc. Parts,,021-25
.250,PRE FAB,Roll pipe - internal coil,0.0,Misc. Parts,,021-25
.252,PRE FAB,Fabricate miscellaneous parts,0.0,Misc. Parts,,021-25
.255,PRE FAB,Drill / punch holes,0.0,Misc. Parts,,021-25
.257,PRE FAB,Build Flange,0.0,Misc. Parts,,021-25
.260,PRE FAB,Sandblast parts / plates,0.0,Misc. Parts,,021-25
.261,PRE FAB,"Miscellaneous Fabrication - Braces, Mounting Plates, Cone Outlet Necks",0.0,Misc. Parts,,021-25
.262,PRE FAB,"Cut / make parts for ladder (rungs, rails, etc.)",0.0,"Ladders, Handrails and Platforms",,021-25
.265,PRE FAB,Form and roll ladder hoops,0.0,"Ladders, Handrails and Platforms",,021-25
.270,PRE FAB,Build ladder; weld out,0.0,"Ladders, Handrails and Platforms",,021-25
.272,PRE FAB,Cut / make parts for handrail,0.0,"Ladders, Handrails and Platforms",,021-25
.275,PRE FAB,Roll handrail pipe,0.0,"Ladders, Handrails and Platforms",,021-25
.280,PRE FAB,Roll handrail toe plate,0.0,"Ladders, Handrails and Platforms",,021-25
.282,PRE FAB,Build handrail; weld out,0.0,"Ladders, Handrails and Platforms",,021-25
.285,PRE FAB,Cut / make parts for platform,0.0,"Ladders, Handrails and Platforms",,021-25
.290,PRE FAB,Burn grating for platforms; clean and band,0.0,"Ladders, Handrails and Platforms",,021-25
.292,PRE FAB,Build platform; weld out,0.0,"Ladders, Handrails and Platforms",,021-25
.295,PRE FAB,Mount handrail on platform,0.0,"Ladders, Handrails and Platforms",,021-25
.QC2,INSPECTION,QC Inspection - Components prior to shipment to subcontractor,0.0,"Ladders, Handrails and Platforms",,021-25
.300,BUILD,Wrap top and bottom heads,0.0,Shells,,021-25
.QC3,INSPECTION,UT Shells,0.0,Shells,,021-25
.305,BUILD,"Shells; bring in plate, square, trim and clean",18.0,Shells,PREP (3) DOUBLE SHELLS,021-25
